block	species	chr	chr_beg	chr_end	orientation
551	CP026762	1	3400362	3404381	-
551	CP023645	1	4657791	4661810	-
551	CP000038	1	3976282	3980300	+
551	CP022459	1	3662021	3666040	-
551	CP026776	1	2809713	2813732	-
551	CP000034	1	3780943	3784951	-
551	CP049281	1	4284125	4288144	-
551	CP022455	1	2979568	2983586	+
551	AE014073	1	4013440	4017458	+
551	CP044158	1	4040637	4044656	-
551	CP026846	1	161475	165493	+
551	CP004056	1	3753505	3757524	-
551	CP026098	1	475117	479135	+
551	CP001383	1	3789998	3794017	-
551	CP026765	1	4041751	4045770	-
551	CP037997	1	505699	509717	+
551	CP026805	1	2784755	2788774	-
551	CP049163	1	2526222	2530241	-
551	CP014768	1	4434489	4438508	-
551	CP012140	1	3821519	3825538	-
551	CP026814	1	1635596	1639615	-
551	CP026878	1	3186444	3190451	+
551	CP026768	1	3335113	3339131	+
551	CP020753	1	3732398	3736417	-
551	CP020342	1	1249220	1253239	-
551	CP026788	1	2923873	2927892	-
551	CP001063	1	3771171	3775190	-
551	CP026731	1	957691	961708	+
551	CP026786	1	2237043	2241050	+
551	CP026803	1	4161698	4165714	+
551	CP027027	1	1253778	1257797	-
551	CP026780	1	3632947	3636955	-
551	CP026774	1	2474955	2478962	+
551	CP026777	1	1595809	1599817	-
552	CP055292	1	2104380	2108394	+
552	CP034931	1	4030315	4034330	-
552	CP044152	1	2711943	2715958	+
552	CP060117	1	132361	136376	+
552	CP026810	1	4429901	4433915	-
552	CP026797	1	3044613	3048626	-
552	CP058589	1	3814973	3818988	-
552	CP045526	1	2884239	2888254	+
552	LR213452	1	120955	124970	+
552	CP026792	1	275907	279922	-
552	CP049167	1	690309	694324	-
552	CP049169	1	1453187	1457202	-
552	LR213455	1	213104	217119	+
552	CP024466	1	3739418	3743433	-
552	CP026793	1	1657669	1661684	-
552	CP049171	1	1584651	1588666	+
552	CP045932	1	4678057	4682072	-
552	CP049185	1	3009213	3013228	+
552	CP054913	1	442285	446300	-
552	CP049175	1	2461413	2465428	-
552	CP019689	1	1857447	1861462	+
552	CP049177	1	4477005	4481020	+
552	CP044155	1	2002603	2006618	-
552	CP049179	1	1552315	1556330	-
552	CP049285	1	4266066	4270081	-
552	CP049606	1	50960	54975	+
552	CP006736	1	3724754	3728588	-
552	CP020086	1	659047	663062	+
552	CP020339	1	3064930	3068945	-
552	CP026842	1	3928350	3932361	-
552	CP000266	1	4022278	4026282	+
552	CP026836	1	3623639	3627654	-
552	CP004057	1	3774573	3778588	-
552	CP041513	1	1992350	1996365	-
552	CP010829	1	3982517	3986532	+
552	CP026795	1	4235270	4239284	-
552	CP053751	1	123888	127903	+
552	CP041511	1	242996	247011	+
552	CP037996	1	458803	462818	-
552	CP041322	1	826532	830547	+
552	CP026782	1	1596269	1600284	-
552	CP049278	1	4809916	4813931	-
552	CP034060	1	469196	473211	+
552	CP049173	1	3755079	3759094	-
552	CP026832	1	4457765	4461780	-
552	CP000036	1	3629931	3633946	-
552	CP045522	1	120770	124785	+
552	CP049165	1	3548955	3552970	-
552	CP044151	1	2872478	2876493	+
552	CP014099	2	3738967	3742982	-
552	CP035008	1	4645697	4649712	-
552	CP046286	1	2255258	2259273	+
552	CP026799	1	4177173	4181177	-
552	CP042980	1	3732696	3736711	-
552	CP020336	1	3895843	3899858	-
552	AE005674	2	3753741	3757756	-
552	CP026839	1	547078	551089	-
552	CP024473	1	1138946	1142961	-
552	CP022672	1	4723773	4727788	-
552	CP026811	1	3368589	3372604	+
552	CP026824	1	2385273	2389282	-
552	CP037923	1	3768063	3772067	-
552	CP026784	1	450998	455013	+
552	CP026802	1	3910170	3914184	-
552	CP033510	1	2008840	2012855	-
552	CP012735	1	1185252	1189267	+
552	CP041620	1	3129184	3133164	+
552	CP021144	1	3102762	3106777	+
552	CP032523	1	1344807	1348822	+
552	CP026840	1	1857470	1861485	-
552	CP034067	1	1887227	1891242	-
552	HE616528	1	4117222	4121237	+
552	CP032513	1	3714918	3718933	-
552	CP026831	1	4508676	4512691	+
552	CP026827	1	3730485	3734509	+
552	CP045524	1	3525145	3529160	-
552	CP012137	1	3796079	3800103	-
552	CP026877	1	3269715	3273730	-
552	CP026828	1	698887	702902	-
552	CP045784	1	2084418	2088433	+
552	CP022457	1	1184530	1188545	+
552	CP026766	1	2316948	2320963	-
552	CP026825	1	681688	685701	-
552	CP034935	1	2867374	2871389	+
552	CP045941	1	213094	217109	+
552	CP026834	1	2644293	2648308	-
552	LR213458	1	123903	127918	+
552	LR213458	1	161663	165678	+
552	CP011511	1	3679611	3683626	-
552	CP026845	1	3051549	3055563	+
552	LM651928	1	3666136	3670151	-
552	CP007037	1	3736303	3740318	-
552	CP026762	1	3396346	3400361	-
552	CP023645	1	4653775	4657790	-
552	CP000038	1	3980302	3984317	+
552	CP022459	1	3658005	3662020	-
552	CP026776	1	2805699	2809712	-
552	CP000034	1	3776927	3780942	-
552	CP049281	1	4280109	4284124	-
552	CP022455	1	2983588	2987603	+
552	AE014073	1	4017460	4021475	+
552	CP044158	1	4036622	4040636	-
552	CP026846	1	165495	169508	+
552	CP004056	1	3749489	3753504	-
552	CP026098	1	479137	483152	+
552	CP001383	1	3785982	3789997	-
552	CP026765	1	4037736	4041750	-
552	CP037997	1	509719	513734	+
552	CP026805	1	2780740	2784754	-
552	CP049163	1	2522206	2526221	-
552	CP014768	1	4430473	4434488	-
552	CP012140	1	3817503	3821518	-
552	CP026814	1	1631580	1635595	-
552	CP026878	1	3190453	3194468	+
552	CP026768	1	3339133	3343147	+
552	CP020753	1	3728382	3732397	-
552	CP020342	1	1245204	1249219	-
552	CP026788	1	2919857	2923872	-
552	CP001063	1	3767155	3771170	-
552	CP026731	1	961710	965725	+
552	CP026786	1	2241052	2245067	+
552	CP026803	1	4165716	4169731	+
552	CP027027	1	1249762	1253777	-
552	CP026780	1	3628931	3632946	-
552	CP026774	1	2478964	2482979	+
552	CP026777	1	1591794	1595808	-
553	CP055292	1	2108463	2110992	+
553	CP034931	1	4027674	4030213	-
553	CP044152	1	2716060	2718598	+
553	CP060117	1	136478	139016	+
553	CP026810	1	4427260	4429799	-
553	CP026797	1	3040564	3043092	-
553	CP058589	1	3812332	3814871	-
553	CP045526	1	2888356	2890894	+
553	LR213452	1	125072	127610	+
553	CP026792	1	273266	275805	-
553	CP049167	1	687668	690207	-
553	CP049169	1	1450546	1453085	-
553	LR213455	1	217221	219759	+
553	CP024466	1	3736787	3739317	-
553	CP026793	1	1655028	1657567	-
553	CP049171	1	1588768	1591306	+
553	CP045932	1	4675416	4677955	-
553	CP049185	1	3013330	3015868	+
553	CP054913	1	439644	442183	-
553	CP049175	1	2458772	2461311	-
553	CP019689	1	1861564	1864102	+
553	CP049177	1	4481122	4483660	+
553	CP044155	1	1999962	2002501	-
553	CP049179	1	1549674	1552213	-
553	CP049285	1	4262016	4264544	-
553	CP049606	1	55077	57615	+
553	CP006736	1	3722123	3724653	-
553	CP020086	1	663164	665702	+
553	CP020339	1	3062289	3064828	-
553	CP026842	1	3924302	3926830	-
553	CP000266	1	4026384	4028922	+
553	CP026836	1	3621039	3623569	-
553	CP004057	1	3771932	3774471	-
553	CP041513	1	1988300	1990828	-
553	CP010829	1	3986634	3989172	+
553	CP026795	1	4231220	4233748	-
553	CP053751	1	128005	130543	+
553	CP041511	1	247113	249651	+
553	CP037996	1	456172	458711	-
553	CP041322	1	830649	833187	+
553	CP026782	1	1593638	1596168	-
553	CP049278	1	4805868	4808396	-
553	CP034060	1	473313	475851	+
553	CP049173	1	3752438	3754977	-
553	CP026832	1	4453716	4456244	-
553	CP000036	1	3625881	3628409	-
553	CP045522	1	124887	127425	+
553	CP049165	1	3546314	3548853	-
553	CP044151	1	2876595	2879133	+
553	CP014099	2	3736326	3738865	-
553	CP035008	1	4643056	4645595	-
553	CP046286	1	2259375	2261913	+
553	CP026799	1	4174532	4177071	-
553	CP042980	1	3730055	3732594	-
553	CP020336	1	3893202	3895741	-
553	AE005674	2	3751100	3753639	-
553	CP026839	1	543033	545561	-
553	CP024473	1	1136305	1138844	-
553	CP022672	1	4721132	4723671	-
553	CP026811	1	3374131	3376653	+
553	CP026824	1	2381204	2383731	-
553	CP037923	1	3765422	3767961	-
553	CP026784	1	455114	457643	+
553	CP026802	1	3907541	3910076	-
553	CP033510	1	2006199	2008738	-
553	CP012735	1	1189369	1191907	+
553	CP041620	1	3133186	3135692	+
553	CP021144	1	3106879	3109417	+
553	CP032523	1	1348924	1351462	+
553	CP026840	1	1853421	1855949	-
553	CP034067	1	1884586	1887125	-
553	HE616528	1	4121339	4123877	+
553	CP032513	1	3712277	3714816	-
553	CP026831	1	4512694	4515215	+
553	CP026827	1	3734579	3737108	+
553	CP045524	1	3522504	3525043	-
553	CP012137	1	3793438	3795977	-
553	CP026877	1	3265664	3268195	-
553	CP026828	1	694838	697366	-
553	CP045784	1	2089959	2092481	+
553	CP022457	1	1188647	1191185	+
553	CP026766	1	2312898	2315426	-
553	CP026825	1	677641	680169	-
553	CP034935	1	2872915	2875437	+
553	CP045941	1	217211	219749	+
553	CP026834	1	2640244	2642772	-
553	LR213458	1	128020	130558	+
553	LR213458	1	165780	168318	+
553	CP011511	1	3675561	3678089	-
553	CP026845	1	3057086	3059608	+
553	LM651928	1	3663495	3666034	-
553	CP007037	1	3733662	3736201	-
553	CP026762	1	3392296	3394824	-
553	CP023645	1	4651134	4653673	-
553	CP000038	1	3984419	3986957	+
553	CP022459	1	3655364	3657903	-
553	CP026776	1	2803058	2805597	-
553	CP000034	1	3774296	3776826	-
553	CP049281	1	4276059	4278587	-
553	CP022455	1	2987705	2990243	+
553	AE014073	1	4021577	4024115	+
553	CP044158	1	4033981	4036520	-
553	CP026846	1	171032	173554	+
553	CP004056	1	3746848	3749387	-
553	CP026098	1	483254	485792	+
553	CP001383	1	3783342	3785881	-
553	CP026765	1	4035095	4037634	-
553	CP037997	1	513836	516374	+
553	CP026805	1	2776691	2779219	-
553	CP049163	1	2519565	2522104	-
553	CP014768	1	4427874	4430404	-
553	CP012140	1	3814862	3817401	-
553	CP026814	1	1627530	1630058	-
553	CP026878	1	3194569	3197098	+
553	CP026768	1	3343249	3345787	+
553	CP020753	1	3725741	3728280	-
553	CP020342	1	1242563	1245102	-
553	CP026788	1	2917216	2919755	-
553	CP001063	1	3763105	3765633	-
553	CP026731	1	967251	969772	+
553	CP026786	1	2245168	2247697	+
553	CP026803	1	4169796	4172334	+
553	CP027027	1	1245715	1248242	-
553	CP026780	1	3626300	3628830	-
553	CP026774	1	2483080	2485609	+
553	CP026777	1	1589164	1591693	-
554	CP055292	1	2111790	2112908	+
554	CP034931	1	4025759	4026877	-
554	CP044152	1	2719396	2720514	+
554	CP060117	1	139814	140932	+
554	CP026810	1	4425345	4426463	-
554	CP026797	1	3038650	3039767	-
554	CP058589	1	3810417	3811535	-
554	CP045526	1	2891692	2892810	+
554	LR213452	1	128408	129526	+
554	CP026792	1	271351	272469	-
554	CP049167	1	685753	686871	-
554	CP049169	1	1448631	1449749	-
554	LR213455	1	220557	221675	+
554	CP024466	1	3734813	3735990	-
554	CP026793	1	1653113	1654231	-
554	CP049171	1	1592104	1593222	+
554	CP045932	1	4673501	4674619	-
554	CP049185	1	3016666	3017784	+
554	CP054913	1	437729	438847	-
554	CP049175	1	2456857	2457975	-
554	CP019689	1	1864900	1866018	+
554	CP049177	1	4484458	4485576	+
554	CP044155	1	1998047	1999165	-
554	CP049179	1	1547759	1548877	-
554	CP049285	1	4260101	4261219	-
554	CP049606	1	58413	59531	+
554	CP006736	1	3720149	3721326	-
554	CP020086	1	666500	667618	+
554	CP020339	1	3060374	3061492	-
554	CP026842	1	3922390	3923507	-
554	CP000266	1	4029720	4030838	+
554	CP026836	1	3619124	3620242	-
554	CP004057	1	3770017	3771135	-
554	CP041513	1	1986385	1987503	-
554	CP010829	1	3989970	3991088	+
554	CP026795	1	4229305	4230423	-
554	CP053751	1	131341	132459	+
554	CP041511	1	250449	251567	+
554	CP037996	1	454257	455375	-
554	CP041322	1	833985	835103	+
554	CP026782	1	1591664	1592841	-
554	CP049278	1	4803953	4805071	-
554	CP034060	1	476649	477767	+
554	CP049173	1	3750523	3751641	-
554	CP026832	1	4451802	4452919	-
554	CP000036	1	3623966	3625084	-
554	CP045522	1	128223	129341	+
554	CP049165	1	3544399	3545517	-
554	CP044151	1	2879931	2881049	+
554	CP014099	2	3734411	3735529	-
554	CP035008	1	4641141	4642259	-
554	CP046286	1	2262711	2263829	+
554	CP026799	1	4172617	4173735	-
554	CP042980	1	3728140	3729258	-
554	CP020336	1	3891287	3892405	-
554	AE005674	2	3749185	3750303	-
554	CP026839	1	541119	542237	-
554	CP024473	1	1134390	1135508	-
554	CP022672	1	4719217	4720335	-
554	CP026811	1	3377451	3378569	+
554	CP026824	1	2379289	2380407	-
554	CP037923	1	3763507	3764625	-
554	CP026784	1	458441	459618	+
554	CP026802	1	3905626	3906744	-
554	CP033510	1	2004284	2005402	-
554	CP012735	1	1192705	1193823	+
554	CP041620	1	3136490	3137652	+
554	CP021144	1	3110215	3111332	+
554	CP032523	1	1352260	1353378	+
554	CP026840	1	1851506	1852624	-
554	CP034067	1	1882671	1883789	-
554	HE616528	1	4124675	4125793	+
554	CP032513	1	3710362	3711480	-
554	CP026831	1	4516006	4517054	+
554	CP026827	1	3737906	3739024	+
554	CP045524	1	3520589	3521707	-
554	CP012137	1	3791523	3792641	-
554	CP026877	1	3263750	3264867	-
554	CP026828	1	692923	694041	-
554	CP045784	1	2093279	2094397	+
554	CP022457	1	1191983	1193100	+
554	CP026766	1	2310983	2312101	-
554	CP026825	1	675727	676844	-
554	CP034935	1	2876235	2877353	+
554	CP045941	1	220547	221665	+
554	CP026834	1	2638329	2639447	-
554	LR213458	1	131356	132474	+
554	LR213458	1	169116	170234	+
554	CP011511	1	3673646	3674764	-
554	CP026845	1	3060406	3061523	+
554	LM651928	1	3661580	3662698	-
554	CP007037	1	3731818	3732865	-
554	CP026762	1	3390381	3391499	-
554	CP023645	1	4649219	4650337	-
554	CP000038	1	3987755	3988873	+
554	CP022459	1	3653450	3654567	-
554	CP026776	1	2801143	2802261	-
554	CP000034	1	3772322	3773499	-
554	CP049281	1	4274144	4275262	-
554	CP022455	1	2991041	2992159	+
554	AE014073	1	4024913	4026031	+
554	CP044158	1	4032066	4033184	-
554	CP026846	1	174567	175685	+
554	CP004056	1	3744933	3746051	-
554	CP026098	1	486590	487708	+
554	CP001383	1	3781427	3782545	-
554	CP026765	1	4033180	4034298	-
554	CP037997	1	517172	518290	+
554	CP026805	1	2774776	2775894	-
554	CP049163	1	2517650	2518768	-
554	CP014768	1	4425959	4427077	-
554	CP012140	1	3812947	3814065	-
554	CP026814	1	1625615	1626733	-
554	CP026878	1	3197896	3199073	+
554	CP026768	1	3346585	3347703	+
554	CP020753	1	3723826	3724944	-
554	CP020342	1	1240648	1241766	-
554	CP026788	1	2915301	2916419	-
554	CP001063	1	3761190	3762308	-
554	CP026731	1	970570	971687	+
554	CP026786	1	2248495	2249671	+
554	CP026803	1	4173132	4174250	+
554	CP027027	1	1243800	1244918	-
554	CP026780	1	3624326	3625503	-
554	CP026774	1	2486407	2487584	+
554	CP026777	1	1587191	1588367	-
555	CP055292	1	2119006	2120678	+
555	CP034931	1	4017401	4019073	-
555	CP044152	1	2727199	2728871	+
555	CP060117	1	146769	148442	+
555	CP026810	1	4417764	4419436	-
555	CP026797	1	3028770	3030442	-
555	CP058589	1	3802059	3803731	-
555	CP045526	1	2898902	2900575	+
555	LR213452	1	135139	136811	+
555	CP026792	1	263769	265441	-
555	CP049167	1	677988	679661	-
555	CP049169	1	1440866	1442539	-
555	LR213455	1	228361	230033	+
555	CP026793	1	1644755	1646427	-
555	CP049171	1	1599314	1600987	+
555	CP045932	1	4665736	4667409	-
555	CP049185	1	3023876	3025549	+
555	CP054913	1	429371	431043	-
555	CP049175	1	2449092	2450765	-
555	CP019689	1	1872110	1873783	+
555	CP049177	1	4491668	4493341	+
555	CP044155	1	1989689	1991361	-
555	CP049179	1	1539994	1541667	-
555	CP049285	1	4250218	4251891	-
555	CP049606	1	65441	67113	+
555	CP020086	1	674304	675976	+
555	CP020339	1	3052016	3053688	-
555	CP026842	1	3911731	3913404	-
555	CP000266	1	4037162	4038834	+
555	CP026836	1	3610945	3612585	-
555	CP004057	1	3761660	3763332	-
555	CP041513	1	1976502	1978175	-
555	CP010829	1	3997180	3998853	+
555	CP026795	1	4200217	4201890	+
555	CP053751	1	138551	140224	+
555	CP041511	1	257404	259077	+
555	CP037996	1	445899	447572	-
555	CP041322	1	841195	842868	+
555	CP049278	1	4798587	4800260	-
555	CP034060	1	483380	485052	+
555	CP049173	1	3742758	3744431	-
555	CP026832	1	4439892	4441565	-
555	CP000036	1	3614083	3615756	-
555	CP045522	1	135280	136952	+
555	CP049165	1	3536634	3538307	-
555	CP044151	1	2887140	2888813	+
555	CP014099	2	3726646	3728319	-
555	CP035008	1	4633376	4635049	-
555	CP046286	1	2269921	2271594	+
555	CP042980	1	3719782	3721454	-
555	CP020336	1	3882929	3884601	-
555	AE005674	2	3740827	3742499	-
555	CP024473	1	1127105	1128777	-
555	CP022672	1	4711452	4713125	-
555	CP026824	1	2602944	2604581	+
555	CP037923	1	3755511	3757183	-
555	CP026802	1	3897861	3899534	-
555	CP033510	1	1995926	1997598	-
555	CP012735	1	1200509	1202181	+
555	CP041620	1	3143509	3145180	+
555	CP021144	1	3117424	3119097	+
555	CP032523	1	1359469	1361142	+
555	CP026840	1	1840846	1842519	-
555	CP034067	1	1874906	1876579	-
555	HE616528	1	4131885	4133558	+
555	CP032513	1	3702796	3704468	-
555	CP045524	1	3512824	3514497	-
555	CP012137	1	3783165	3784837	-
555	CP026877	1	3256022	3257693	-
555	CP026828	1	682263	683936	-
555	CP022457	1	1199191	1200864	+
555	CP026825	1	663818	665491	-
555	CP034935	1	2887591	2889264	+
555	CP045941	1	228350	230022	+
555	CP026834	1	2626419	2628092	-
555	LR213458	1	138566	140239	+
555	LR213458	1	176324	177997	+
555	CP011511	1	3663763	3665436	-
555	CP026845	1	3067621	3069294	+
555	LM651928	1	3653222	3654894	-
555	CP007037	1	3723460	3725132	-
555	CP026762	1	3379725	3381398	-
555	CP023645	1	4641454	4643127	-
555	CP000038	1	3994965	3996638	+
555	CP022459	1	3645685	3647358	-
555	CP026776	1	2793858	2795530	-
555	CP049281	1	4264261	4265934	-
555	CP022455	1	2998251	2999924	+
555	AE014073	1	4032717	4034389	+
555	CP044158	1	4023708	4025380	-
555	CP026846	1	183343	185016	+
555	CP004056	1	3736575	3738247	-
555	CP026098	1	493647	495319	+
555	CP001383	1	3773069	3774741	-
555	CP026765	1	4025598	4027270	-
555	CP037997	1	524382	526055	+
555	CP026805	1	2762865	2764538	-
555	CP049163	1	2509885	2511558	-
555	CP014768	1	4418188	4419861	-
555	CP012140	1	3804589	3806261	-
555	CP026814	1	1615732	1617405	-
555	CP026768	1	3353613	3355285	+
555	CP020753	1	3716244	3717916	-
555	CP020342	1	1232290	1233962	-
555	CP026788	1	2906943	2908615	-
555	CP001063	1	3751398	3753071	-
555	CP026731	1	979896	981569	+
555	CP026803	1	4180159	4181831	+
555	CP027027	1	563669	565309	-
556	CP055292	1	2124315	2125370	+
556	CP034931	1	4012895	4013949	-
556	CP044152	1	2732322	2733377	+
556	CP060117	1	154641	155696	+
556	CP026810	1	4413258	4414312	-
556	CP026797	1	3024080	3025133	-
556	CP058589	1	3797553	3798607	-
556	CP045526	1	2906772	2907827	+
556	LR213452	1	140262	141317	+
556	CP026792	1	259263	260317	-
556	CP049167	1	670733	671788	-
556	CP049169	1	1433611	1434666	-
556	LR213455	1	233484	234539	+
556	CP026793	1	1640249	1641303	-
556	CP049171	1	1607184	1608239	+
556	CP045932	1	4658482	4659537	-
556	CP049185	1	3031749	3032804	+
556	CP054913	1	424865	425919	-
556	CP049175	1	2441838	2442893	-
556	CP019689	1	1879982	1881037	+
556	CP049177	1	4499540	4500595	+
556	CP044155	1	1985183	1986237	-
556	CP049179	1	1532740	1533795	-
556	CP049285	1	4245526	4246581	-
556	CP049606	1	70564	71619	+
556	CP020086	1	679427	680482	+
556	CP020339	1	3047510	3048564	-
556	CP000266	1	4042285	4043340	+
556	CP026836	1	3606301	3607356	-
556	CP004057	1	3757154	3758208	-
556	CP041513	1	1971810	1972865	-
556	CP010829	1	4005052	4006107	+
556	CP026795	1	4205527	4206582	+
556	CP053751	1	146423	147478	+
556	CP041511	1	265276	266331	+
556	CP037996	1	441342	442397	-
556	CP041322	1	849066	850121	+
556	CP049278	1	4793894	4794950	-
556	CP034060	1	488503	489558	+
556	CP049173	1	3735503	3736558	-
556	CP000036	1	3609391	3610446	-
556	CP045522	1	141167	142222	+
556	CP049165	1	3529379	3530434	-
556	CP044151	1	2895012	2896067	+
556	CP014099	2	3719392	3720447	-
556	CP035008	1	4626129	4627184	-
556	CP046286	1	2277793	2278848	+
556	CP042980	1	3715276	3716330	-
556	CP020336	1	3878423	3879477	-
556	AE005674	2	3736321	3737375	-
556	CP024473	1	1122599	1123653	-
556	CP022672	1	4704198	4705253	-
556	CP037923	1	3751005	3752059	-
556	CP026802	1	3890607	3891662	-
556	CP033510	1	1991420	1992474	-
556	CP012735	1	1205632	1206687	+
556	CP041620	1	3149108	3150163	+
556	CP021144	1	3125296	3126351	+
556	CP032523	1	1367341	1368396	+
556	CP034067	1	1867652	1868707	-
556	HE616528	1	4139757	4140812	+
556	CP032513	1	3697526	3698580	-
556	CP045524	1	3505571	3506626	-
556	CP012137	1	3778659	3779713	-
556	CP026877	1	3251380	3252435	-
556	CP022457	1	1207063	1208118	+
556	CP045941	1	233473	234528	+
556	LR213458	1	146438	147493	+
556	LR213458	1	184195	185250	+
556	CP011511	1	3659071	3660126	-
556	CP026845	1	3072919	3073974	+
556	LM651928	1	3648716	3649770	-
556	CP007037	1	3718954	3720008	-
556	CP026762	1	3375033	3376088	-
556	CP023645	1	4634200	4635255	-
556	CP000038	1	4002836	4003891	+
556	CP022459	1	3638431	3639486	-
556	CP026776	1	2789353	2790407	-
556	CP049281	1	4259569	4260624	-
556	CP022455	1	3006123	3007178	+
556	AE014073	1	4037840	4038895	+
556	CP044158	1	4019238	4020292	-
556	CP026846	1	188653	189709	+
556	CP004056	1	3732119	3733173	-
556	CP026098	1	499534	500589	+
556	CP001383	1	3768563	3769617	-
556	CP026765	1	4021092	4022146	-
556	CP037997	1	532254	533309	+
556	CP049163	1	2502631	2503686	-
556	CP014768	1	4413496	4414551	-
556	CP012140	1	3800083	3801137	-
556	CP026814	1	1611040	1612095	-
556	CP026768	1	3358736	3359791	+
556	CP020753	1	3711738	3712792	-
556	CP020342	1	1227784	1228838	-
556	CP026788	1	2902437	2903491	-
556	CP001063	1	3746706	3747761	-
556	CP026731	1	985203	986258	+
556	CP026803	1	4185282	4186337	+
557	CP055292	1	2134166	2138079	+
557	CP034931	1	4008943	4012856	-
557	CP044152	1	2733416	2737329	+
557	CP060117	1	161053	164966	+
557	CP026810	1	4409306	4413219	-
557	CP026797	1	3012112	3016025	-
557	CP058589	1	3793601	3797514	-
557	CP045526	1	2913183	2917096	+
557	LR213452	1	141356	145269	+
557	CP026792	1	255311	259224	-
557	CP049167	1	661464	665377	-
557	CP049169	1	1424341	1428254	-
557	LR213455	1	234578	238491	+
557	CP024466	1	3904897	3908810	+
557	CP026793	1	1636297	1640210	-
557	CP049171	1	1613594	1617507	+
557	CP045932	1	4649212	4653125	-
557	CP049185	1	3038161	3042074	+
557	CP054913	1	420913	424826	-
557	CP049175	1	2432568	2436481	-
557	CP019689	1	1886394	1890307	+
557	CP049177	1	4505952	4509865	+
557	CP044155	1	1981231	1985144	-
557	CP049179	1	1523471	1527384	-
557	CP049285	1	4235111	4239024	-
557	CP049606	1	71658	75571	+
557	CP006736	1	3888565	3892293	+
557	CP020086	1	680521	684434	+
557	CP020339	1	3043558	3047471	-
557	CP026842	1	3900432	3904345	-
557	CP000266	1	4043379	4047292	+
557	CP026836	1	3595079	3598992	-
557	CP004057	1	3753202	3757115	-
557	CP041513	1	1959841	1963754	-
557	CP010829	1	4011464	4015377	+
557	CP026795	1	4214636	4218549	+
557	CP053751	1	152835	156748	+
557	CP041511	1	271688	275601	+
557	CP037996	1	437390	441303	-
557	CP041322	1	855459	859372	+
557	CP026782	1	1760194	1764107	+
557	CP049278	1	4782728	4786641	-
557	CP034060	1	489597	493510	+
557	CP049173	1	3726233	3730146	-
557	CP026832	1	4428596	4432509	-
557	CP000036	1	3598975	3602888	-
557	CP045522	1	142261	146174	+
557	CP049165	1	3520109	3524022	-
557	CP044151	1	2901424	2905337	+
557	CP014099	2	3710122	3714035	-
557	CP035008	1	4616864	4620774	-
557	CP046286	1	2284205	2288118	+
557	CP042980	1	3711324	3715237	-
557	CP020336	1	3874471	3878384	-
557	AE005674	2	3732369	3736282	-
557	CP026839	1	529917	533830	-
557	CP024473	1	1118647	1122560	-
557	CP022672	1	4694928	4698841	-
557	CP026811	1	3388502	3392415	+
557	CP026824	1	2332184	2336093	+
557	CP037923	1	3747053	3750966	-
557	CP026784	1	287115	291028	-
557	CP026802	1	3881581	3885494	-
557	CP033510	1	1987468	1991381	-
557	CP012735	1	1206726	1210639	+
557	CP041620	1	3160592	3164459	+
557	CP021144	1	3131703	3135616	+
557	CP032523	1	1373753	1377666	+
557	CP026840	1	1829548	1833461	-
557	CP034067	1	1858382	1862295	-
557	HE616528	1	4146169	4150082	+
557	CP032513	1	3693574	3697487	-
557	CP026831	1	4269835	4273717	-
557	CP026827	1	3562741	3566654	+
557	CP045524	1	3496301	3500214	-
557	CP012137	1	3774707	3778620	-
557	CP026877	1	3239620	3243533	-
557	CP026828	1	670963	674876	-
557	CP045784	1	2101841	2105754	+
557	CP022457	1	1213475	1217388	+
557	CP026766	1	2300162	2304075	-
557	CP026825	1	652527	656440	-
557	CP034935	1	2896650	2900563	+
557	CP045941	1	234567	238480	+
557	CP026834	1	2615120	2619033	-
557	LR213458	1	152850	156763	+
557	LR213458	1	190607	194520	+
557	CP011511	1	3648655	3652568	-
557	CP026845	1	3081821	3085734	+
557	LM651928	1	3644764	3648677	-
557	CP007037	1	3715002	3718915	-
557	CP026762	1	3363894	3367807	-
557	CP023645	1	4624930	4628843	-
557	CP000038	1	4009248	4013161	+
557	CP022459	1	3629161	3633074	-
557	CP026776	1	2785401	2789314	-
557	CP000034	1	3941698	3945611	+
557	CP049281	1	4247601	4251514	-
557	CP022455	1	3012535	3016448	+
557	AE014073	1	4038934	4042847	+
557	CP044158	1	4015286	4019199	-
557	CP026846	1	196960	200873	+
557	CP004056	1	3728167	3732080	-
557	CP026098	1	500628	504541	+
557	CP001383	1	3764611	3768524	-
557	CP026765	1	4017140	4021053	-
557	CP037997	1	538666	542579	+
557	CP026805	1	2751566	2755479	-
557	CP049163	1	2493361	2497274	-
557	CP014768	1	4404588	4408501	-
557	CP012140	1	3796131	3800044	-
557	CP026814	1	1599070	1602983	-
557	CP026878	1	3026567	3030480	-
557	CP026768	1	3359830	3363743	+
557	CP020753	1	3707786	3711699	-
557	CP020342	1	1223832	1227745	-
557	CP026788	1	2898485	2902398	-
557	CP001063	1	3734736	3738649	-
557	CP026731	1	992759	996672	+
557	CP026786	1	2077168	2081081	-
557	CP026803	1	4186376	4190275	+
557	CP027027	1	1228178	1232091	-
557	CP026780	1	3792920	3796833	+
557	CP026774	1	2319408	2323321	-
557	CP026777	1	1754989	1758902	+
558	CP055292	1	2138146	2139436	+
558	CP034931	1	4007585	4008875	-
558	CP044152	1	2737396	2738687	+
558	CP026810	1	4407948	4409238	-
558	CP026797	1	3010754	3012044	-
558	CP058589	1	3792243	3793533	-
