Seq_id	Size	Description
140	-	3599788	3598054	1734
141	-	3749810	3748076	1734
144	-	2984882	2983153	1729
145	+	1190970	1192705	1735
148	-	2537023	2535289	1734
149	+	3033001	3034735	1734
153	-	3195410	3193676	1734
154	+	4232844	4234579	1735
155	-	3247759	3246025	1734
157	-	1489547	1487814	1733
159	+	3283992	3285727	1735
160	+	112625	114359	1734
161	+	4242083	4243818	1735
163	-	4577911	4576177	1734
167	-	4588548	4586814	1734
168	+	125328	127063	1735
170	-	823607	821878	1729
171	-	4250472	4248738	1734
173	+	999073	1000808	1735
175	-	4457172	4455438	1734
176	-	3566842	3565092	1750
179	-	2950545	2948811	1734
180	-	3888675	3886941	1734
183	-	4254317	4252583	1734
184	-	2297201	2295467	1734
185	-	4443648	4441914	1734
189	-	542790	541056	1734
192	+	1557119	1558854	1735
199	+	496287	498022	1735
200	-	3211337	3209603	1734
205	-	3367938	3366204	1734
207	-	3223554	3221820	1734
211	+	3838056	3839791	1735
214	-	612569	610835	1734
216	+	4043377	4045112	1735
217	+	4037198	4038933	1735
218	+	2992737	2994471	1734
219	+	14497	16232	1735
220	+	1219410	1221140	1730
221	+	4492052	4493787	1735
225	-	1483269	1481535	1734
227	+	1717171	1718906	1735
230	+	3693634	3695369	1735
233	+	2402509	2404244	1735
235	-	769182	767448	1734
238	-	976665	974932	1733
239	-	2591993	2590259	1734
240	-	3545202	3543468	1734
242	-	3176356	3174628	1728
244	-	3784270	3782621	1649
245	+	4456672	4458407	1735
247	-	4227755	4226021	1734
249	-	3268172	3266438	1734
250	-	2689173	2687548	1625
252	+	4474295	4476030	1735
253	+	2966357	2968092	1735
257	+	485257	486992	1735
258	-	1651183	1649449	1734
260	-	4488036	4486303	1733
261	+	3774366	3776101	1735
262	+	745932	747667	1735
265	-	1745885	1744151	1734
266	+	4145789	4147524	1735
269	-	2997652	2995918	1734
272	+	3630892	3632625	1733
275	-	3136353	3134619	1734
276	-	3216416	3214682	1734
279	-	2897001	2895267	1734
282	-	542933	541199	1734
283	+	3281784	3283519	1735
285	-	4362984	4361250	1734
287	+	3656807	3658542	1735
288	-	3033646	3031917	1729
289	-	3785674	3783940	1734
290	+	2283457	2285192	1735
291	-	3212219	3210485	1734
292	-	3508754	3507020	1734
300	-	4363559	4361825	1734
301	-	3222705	3220971	1734
305	+	1007956	1009691	1735
308	-	3261154	3259420	1734
309	-	3497441	3495707	1734
310	+	4616943	4618678	1735
312	-	1879441	1877707	1734
316	-	3226316	3224582	1734
319	-	3879527	3877792	1735
320	-	3288810	3287076	1734
323	-	1126676	1124942	1734
324	+	3951460	3953190	1730
326	+	3887634	3889369	1735
327	-	3185488	3183754	1734
328	+	1739447	1741182	1735
329	+	3729971	3731706	1735
330	-	3270986	3269252	1734
331	+	1649747	1651482	1735
335	+	3002494	3004224	1730
338	+	295366	297101	1735
341	-	174194	172460	1734
342	-	2871941	2870212	1729
343	+	3240840	3242570	1730
344	-	840165	838436	1729
--------------------------------------------------------------------------------
Block #650
Seq_id	Strand	Start	End	Length
95	+	2652166	2655132	2966
99	-	3500398	3497429	2969
100	+	3248189	3251158	2969
102	-	4465286	4462321	2965
103	+	421805	424774	2969
105	-	2540895	2537931	2964
108	-	3285045	3282076	2969
110	+	2185080	2188046	2966
112	+	654783	657760	2977
114	+	940972	943941	2969
118	-	1390271	1387306	2965
119	-	2153759	2150794	2965
120	+	747966	750935	2969
121	-	2977126	2974160	2966
122	-	1125114	1122145	2969
123	+	888077	891043	2966
124	-	540857	537892	2965
127	+	2312636	2315602	2966
128	-	4448443	4445474	2969
130	-	3166637	3163672	2965
132	+	1160947	1163913	2966
134	+	3775807	3778773	2966
137	-	1472677	1469708	2969
139	-	2257530	2254565	2965
140	-	3597763	3594798	2965
141	-	3747787	3744818	2969
144	-	2980955	2977989	2966
145	+	1192994	1195963	2969
148	-	2535000	2532031	2969
149	+	3035025	3037991	2966
153	-	3193387	3190418	2969
154	+	4234814	4237780	2966
155	-	3245736	3242767	2969
157	-	1487323	1484358	2965
159	+	3286017	3288983	2966
160	+	114849	117815	2966
161	+	4244108	4247074	2966
163	-	4575886	4572921	2965
167	-	4586525	4583557	2968
168	+	127353	130319	2966
170	-	819680	816714	2966
171	-	4248502	4245531	2971
173	+	1001097	1004066	2969
175	-	4455147	4452182	2965
176	-	3564801	3561836	2965
179	-	2948320	2945355	2965
180	-	3886652	3883683	2969
183	-	4252292	4249327	2965
184	-	2295176	2292211	2965
185	-	4441623	4438658	2965
189	-	540765	537800	2965
192	+	1559144	1562110	2966
199	+	498311	501280	2969
200	-	3209314	3206345	2969
205	-	3365915	3362946	2969
207	-	3221531	3218562	2969
211	+	3840081	3843044	2963
214	-	610546	607569	2977
216	+	4045402	4048368	2966
217	+	4039423	4042389	2966
218	+	2994704	2997668	2964
219	+	16521	19490	2969
220	+	1223337	1226304	2967
221	+	4494077	4497043	2966
225	-	1481246	1478277	2969
227	+	1719195	1722164	2969
230	+	3695859	3698825	2966
233	+	2404534	2407500	2966
235	-	767157	764192	2965
238	-	974641	971676	2965
239	-	2589968	2587003	2965
240	-	3543177	3540212	2965
242	-	3174339	3171370	2969
244	-	3782385	3779419	2966
247	-	4225730	4222765	2965
249	-	3266149	3263180	2969
250	-	2687312	2684341	2971
252	+	4476320	4479286	2966
253	+	2968382	2971348	2966
257	+	487282	490248	2966
258	-	1648958	1645993	2965
260	-	4486012	4483049	2963
261	+	3776391	3779357	2966
262	+	747956	750925	2969
265	-	1743860	1740895	2965
266	+	4147814	4150780	2966
269	-	2995427	2992462	2965
272	+	3632860	3635831	2971
275	-	3134330	3131361	2969
276	-	3214393	3211424	2969
279	-	2894776	2891811	2965
282	-	540908	537943	2965
283	+	3283809	3286775	2966
285	-	4360959	4357994	2965
287	+	3658831	3661800	2969
288	-	3029719	3026753	2966
289	-	3783449	3780484	2965
290	+	2285482	2288448	2966
291	-	3210196	3207227	2969
292	-	3506731	3503762	2969
300	-	4361589	4358618	2971
301	-	3220682	3217713	2969
305	+	1009980	1012949	2969
308	-	3259131	3256162	2969
309	-	3495418	3492449	2969
310	+	4618968	4621934	2966
312	-	1877416	1874451	2965
316	-	3224291	3221326	2965
319	-	3877301	3874336	2965
320	-	3286787	3283818	2969
323	-	1124451	1121486	2965
324	+	3955387	3958354	2967
326	+	3889658	3892627	2969
327	-	3183465	3180496	2969
328	+	1741471	1744440	2969
329	+	3731995	3734964	2969
330	-	3268761	3265796	2965
331	+	1651772	1654737	2965
335	+	3006421	3009388	2967
338	+	297390	300359	2969
341	-	172224	169258	2966
342	-	2868015	2865049	2966
343	+	3244767	3247734	2967
344	-	836240	833274	2966
--------------------------------------------------------------------------------
Block #651
Seq_id	Strand	Start	End	Length
95	+	2659089	2660776	1687
99	-	3493479	3491793	1686
100	+	3255108	3256794	1686
102	-	4456425	4454740	1685
103	+	428723	430410	1687
108	-	3278126	3276440	1686
110	-	2282719	2281032	1687
112	+	661701	663386	1685
114	+	947891	949577	1686
118	+	1292860	1294544	1684
119	+	2057505	2059192	1687
120	+	754885	756571	1686
121	-	2971835	2970148	1687
122	-	1118195	1116509	1686
123	-	984334	982647	1687
124	+	443436	445120	1684
127	-	2408895	2407210	1685
128	-	4441524	4439838	1686
130	+	3068439	3070123	1684
132	-	1258369	1256684	1685
134	-	3874006	3872321	1685
137	-	1465758	1464072	1686
139	+	2159335	2161019	1684
140	+	3560755	3562442	1687
141	-	3740868	3739181	1687
144	-	2975454	2973767	1687
145	+	1199913	1201599	1686
148	-	2528081	2526395	1686
149	+	3217992	3219679	1687
153	-	3186468	3184781	1687
154	+	4241736	4243423	1687
155	-	3238817	3237131	1686
159	-	3383439	3381754	1685
161	-	4340970	4339283	1687
163	-	4567025	4565340	1685
167	-	4579601	4577914	1687
168	-	224207	222520	1687
170	-	814389	812702	1687
171	-	4241575	4239888	1687
173	+	1008007	1009693	1686
175	+	4358286	4359973	1687
176	+	3754851	3756538	1687
179	-	2940800	2939113	1687
180	-	3879733	3878048	1685
183	+	4156034	4157718	1684
184	-	2286315	2284630	1685
185	+	4342068	4343752	1684
189	+	444517	446201	1684
192	-	1658692	1657007	1685
199	+	505230	506917	1687
200	-	3202395	3200709	1686
205	-	3358996	3357310	1686
207	-	3214612	3212926	1686
214	-	603628	601943	1685
216	-	4145053	4143366	1687
217	-	4117075	4115388	1687
218	+	3001619	3003303	1684
219	+	23441	25127	1686
220	+	1228629	1230316	1687
221	+	4502939	4504623	1684
225	-	1474327	1472641	1686
227	+	1726114	1727800	1686
230	+	3702782	3704469	1687
233	-	2504091	2502405	1686
235	-	758296	756611	1685
238	+	1378626	1380266	1640
239	+	2490414	2492098	1684
240	-	3534316	3532631	1685
242	-	3167420	3165734	1686
244	-	3775521	3773838	1683
245	+	4461302	4462989	1687
247	+	4129474	4131161	1687
249	-	3259230	3257544	1686
250	-	2680386	2678701	1685
252	+	12438	14104	1666
253	-	2777625	2775938	1687
257	-	584701	583014	1687
258	-	1642036	1640349	1687
260	+	4679937	4681623	1686
261	-	3575750	3574063	1687
262	+	754875	756561	1686
265	+	1942987	1944674	1687
266	-	4244676	4242989	1687
269	-	2987907	2986220	1687
272	+	3639781	3641468	1687
275	-	3127411	3125725	1686
276	-	3207474	3205788	1686
282	+	443403	445087	1684
283	-	3381232	3379547	1685
285	+	4263546	4265230	1684
287	+	3665741	3667427	1686
288	-	3024428	3022741	1687
290	-	2382343	2380656	1687
291	-	3203277	3201591	1686
292	-	3499812	3498126	1686
300	-	4354662	4352975	1687
301	-	3213763	3212077	1686
305	+	1016899	1018584	1685
308	-	3252212	3250526	1686
309	-	3488499	3486814	1685
310	-	4715812	4714125	1687
312	+	2077952	2079639	1687
316	+	3127430	3129117	1687
319	-	3870379	3868692	1687
320	-	3279868	3278182	1686
324	+	3960679	3962366	1687
326	+	3896577	3898263	1686
327	-	3176546	3174860	1686
328	+	1748390	1750076	1686
329	+	3738914	3740600	1686
331	+	1659291	1660977	1686
335	+	3011713	3013387	1674
338	+	304309	305996	1687
341	-	165302	163616	1686
342	-	2862724	2861037	1687
343	+	3250059	3251746	1687
344	-	830950	829264	1686
--------------------------------------------------------------------------------
Block #652
Seq_id	Strand	Start	End	Length
95	+	2660777	2662348	1571
99	-	3491791	3490222	1569
100	+	3256795	3258364	1569
102	-	4453307	4451727	1580
103	+	430411	431981	1570
108	-	3276438	3274869	1569
110	-	2279601	2278021	1580
112	+	663387	664956	1569
114	+	949578	951147	1569
118	+	1295977	1297557	1580
119	+	2060623	2062203	1580
120	+	756572	758141	1569
121	-	2970146	2968575	1571
122	-	1116507	1114938	1569
123	-	981218	979638	1580
124	+	446553	448133	1580
127	-	2405777	2404197	1580
128	-	4439836	4438267	1569
130	+	3071556	3073136	1580
132	-	1255251	1253671	1580
134	-	3870888	3869308	1580
137	-	1464070	1462501	1569
139	+	2162452	2164032	1580
140	+	3562443	3564014	1571
141	-	3739179	3737609	1570
144	-	2973765	2972194	1571
145	+	1201600	1203169	1569
148	-	2526393	2524824	1569
149	+	3219680	3221251	1571
153	-	3184779	3183208	1571
154	+	4243424	4244995	1571
155	-	3237129	3235560	1569
159	-	3380321	3378741	1580
161	-	4337852	4336272	1580
163	-	4563907	4562327	1580
167	-	4577912	4576341	1571
168	-	221090	219510	1580
170	-	812700	811129	1571
171	-	4239886	4238315	1571
173	+	1009694	1011263	1569
175	+	4361403	4362983	1580
176	+	3756539	3758110	1571
179	-	2939111	2937540	1571
180	-	3878046	3876476	1570
183	+	4159151	4160731	1580
184	-	2283197	2281617	1580
185	+	4345185	4346765	1580
189	+	447634	449214	1580
192	-	1655574	1653994	1580
199	+	506918	508489	1571
200	-	3200707	3199138	1569
205	-	3357308	3355739	1569
207	-	3212924	3211355	1569
214	-	601941	600372	1569
216	-	4141935	4140355	1580
217	-	4115386	4113815	1571
218	+	3003304	3004873	1569
219	+	25128	26699	1571
220	+	1230317	1231888	1571
221	+	4506056	4507636	1580
225	-	1472639	1471070	1569
227	+	1727801	1729370	1569
230	+	3704470	3706041	1571
233	-	2500972	2499392	1580
235	-	755178	753598	1580
238	+	1380267	1381838	1571
239	+	2493531	2495111	1580
240	-	3531198	3529618	1580
242	-	3165732	3164162	1570
244	-	3773834	3772279	1555
245	+	4462990	4464561	1571
247	+	4132590	4134170	1580
249	-	3257542	3255973	1569
250	-	2678699	2677129	1570
252	+	14105	15676	1571
253	-	2775936	2774365	1571
257	-	581583	580003	1580
258	-	1640347	1638776	1571
260	+	4681624	4683195	1571
261	-	3574061	3572490	1571
262	+	756562	758131	1569
265	+	1944675	1946246	1571
266	-	4241558	4239978	1580
269	-	2986218	2984647	1571
272	+	3641469	3643040	1571
275	-	3125723	3124154	1569
276	-	3205786	3204217	1569
282	+	446520	448100	1580
283	-	3378114	3376534	1580
285	+	4266663	4268243	1580
287	+	3667428	3668997	1569
288	-	3022739	3021168	1571
290	-	2379225	2377645	1580
291	-	3201589	3200020	1569
292	-	3498124	3496555	1569
300	-	4352973	4351403	1570
301	-	3212075	3210506	1569
305	+	1018585	1020155	1570
308	-	3250524	3248955	1569
309	-	3486812	3485243	1569
310	-	4712701	4711121	1580
312	+	2079640	2081211	1571
316	+	3130547	3132127	1580
319	-	3868690	3867119	1571
320	-	3278180	3276611	1569
324	+	3962367	3963938	1571
326	+	3898264	3899833	1569
327	-	3174858	3173289	1569
328	+	1750077	1751646	1569
329	+	3740601	3742170	1569
331	+	1660978	1662548	1570
335	+	3013388	3014959	1571
338	+	305997	307567	1570
341	-	163614	162044	1570
342	-	2861035	2859464	1571
343	+	3251747	3253318	1571
344	-	829262	827691	1571
--------------------------------------------------------------------------------
Block #653
Seq_id	Strand	Start	End	Length
95	+	2662533	2663958	1425
99	-	3490038	3488612	1426
100	+	3258549	3259974	1425
102	-	4451543	4450117	1426
103	+	432166	433592	1426
105	-	2534777	2533355	1422
108	-	3274685	3273259	1426
110	-	2277837	2276411	1426
112	+	665141	666566	1425
114	+	951332	952757	1425
118	+	1297742	1299167	1425
119	+	2062388	2063813	1425
120	+	758326	759751	1425
121	-	2968391	2966965	1426
122	-	1114754	1113328	1426
123	-	979454	978028	1426
124	+	448318	449743	1425
127	-	2404013	2402587	1426
128	-	4438083	4436657	1426
130	+	3073321	3074746	1425
132	-	1253487	1252061	1426
134	-	3869124	3867698	1426
137	-	1462317	1460891	1426
139	+	2164217	2165642	1425
140	+	3564199	3565624	1425
141	-	3737425	3735999	1426
144	-	2972010	2970584	1426
145	+	1203354	1204779	1425
148	-	2524640	2523214	1426
149	+	3223981	3225375	1394
153	-	3183024	3181598	1426
154	+	4245180	4246617	1437
155	-	3235376	3233950	1426
157	-	1481204	1479782	1422
159	-	3378557	3377131	1426
160	+	120278	121699	1421
161	-	4336088	4334662	1426
163	-	4562143	4560717	1426
167	-	4576157	4574731	1426
168	-	219326	217900	1426
170	-	810945	809519	1426
171	-	4238131	4236705	1426
173	+	1011448	1012873	1425
175	+	4363168	4364593	1425
176	+	3758295	3759720	1425
179	-	2937356	2935930	1426
180	-	3876292	3874915	1377
183	+	4160916	4162341	1425
184	-	2281433	2280007	1426
185	+	4346950	4348375	1425
189	+	449399	450824	1425
192	-	1653810	1652384	1426
199	+	508674	510099	1425
200	-	3198954	3197528	1426
205	-	3355555	3354129	1426
207	-	3211171	3209745	1426
214	-	600188	598762	1426
216	-	4140171	4138745	1426
217	-	4113631	4112205	1426
218	+	3005058	3006492	1434
219	+	26884	28309	1425
220	+	1232073	1233498	1425
221	+	4507821	4509246	1425
225	-	1470886	1469460	1426
227	+	1729555	1730980	1425
230	+	3706226	3707651	1425
233	-	2499208	2497782	1426
235	-	753414	751988	1426
238	+	1382023	1383448	1425
239	+	2495296	2496721	1425
240	-	3529434	3528008	1426
242	-	3163978	3162553	1425
244	-	3772078	3770642	1436
245	+	4464746	4466171	1425
247	+	4134355	4135780	1425
249	-	3255789	3254363	1426
250	-	2676945	2675520	1425
252	+	15861	17286	1425
253	-	2774181	2772755	1426
257	-	579819	578393	1426
258	-	1638592	1637166	1426
260	+	4683380	4684805	1425
261	-	3572306	3570880	1426
262	+	758316	759741	1425
265	+	1946431	1947856	1425
266	-	4239794	4238368	1426
269	-	2984463	2983037	1426
272	+	3643225	3644650	1425
275	-	3123970	3122544	1426
276	-	3204033	3202607	1426
279	-	2888657	2887235	1422
282	+	448285	449710	1425
283	-	3376350	3374924	1426
285	+	4268428	4269853	1425
287	+	3669182	3670607	1425
288	-	3020984	3019558	1426
289	-	3777330	3775908	1422
290	-	2377461	2376035	1426
291	-	3199836	3198410	1426
292	-	3496371	3494945	1426
300	-	4351219	4349793	1426
301	-	3210322	3208896	1426
305	+	1020340	1021716	1376
308	-	3248771	3247345	1426
309	-	3485059	3483633	1426
310	-	4710937	4709511	1426
312	+	2081396	2082821	1425
316	+	3132312	3133737	1425
319	-	3866935	3865509	1426
320	-	3276427	3275001	1426
323	-	1118332	1116910	1422
324	+	3964123	3965548	1425
326	+	3900018	3901443	1425
327	-	3173105	3171679	1426
328	+	1751831	1753256	1425
329	+	3742355	3743780	1425
330	-	3262642	3261220	1422
331	+	1662733	1664156	1423
335	+	3015144	3016569	1425
338	+	307752	309181	1429
341	-	161860	160423	1437
342	-	2859280	2857854	1426
343	+	3253503	3254928	1425
344	-	827507	826081	1426
--------------------------------------------------------------------------------
Block #654
Seq_id	Strand	Start	End	Length
95	+	2663960	2667606	3646
99	-	3488611	3484984	3627
100	+	3259976	3263603	3627
102	-	4450116	4446506	3610
103	+	433594	437221	3627
105	-	2533354	2529698	3656
108	-	3273258	3269631	3627
110	-	2276410	2272800	3610
112	+	666568	670195	3627
114	+	952759	956386	3627
118	+	1299169	1302779	3610
119	+	2063815	2067425	3610
120	+	759753	763277	3524
121	-	2966964	2963354	3610
122	-	1113327	1109700	3627
123	-	978027	974417	3610
124	+	449745	453355	3610
127	-	2402586	2398976	3610
128	-	4436656	4433029	3627
130	+	3074748	3078358	3610
132	-	1252060	1248450	3610
134	-	3867697	3864087	3610
137	-	1460890	1457263	3627
139	+	2165644	2169254	3610
140	+	3565626	3569282	3656
141	-	3735998	3732474	3524
144	-	2970583	2966971	3612
145	+	1204781	1208408	3627
148	-	2523213	2519586	3627
149	+	3225377	3229033	3656
153	-	3181597	3177970	3627
154	+	4246619	4250215	3596
155	-	3233949	3230322	3627
157	-	1479781	1476125	3656
159	-	3377130	3373520	3610
160	+	121701	125357	3656
161	-	4334661	4331051	3610
163	-	4560716	4557106	3610
167	-	4574730	4571084	3646
168	-	217899	214289	3610
170	-	809518	805908	3610
171	-	4236704	4233096	3608
173	+	1012875	1016502	3627
175	+	4364595	4368205	3610
176	+	3759722	3763378	3656
179	-	2935929	2932273	3656
180	-	3874914	3871286	3628
183	+	4162343	4165953	3610
184	-	2280006	2276396	3610
185	+	4348377	4351987	3610
189	+	450826	454436	3610
192	-	1652383	1648773	3610
199	+	510101	513728	3627
200	-	3197527	3193900	3627
205	-	3354128	3350501	3627
207	-	3209744	3206117	3627
211	+	3844635	3848168	3533
214	-	598761	595134	3627
216	-	4138744	4135134	3610
217	-	4112204	4108548	3656
218	+	3006494	3010086	3592
219	+	28311	31938	3627
220	+	1233500	1237110	3610
221	+	4509248	4512858	3610
225	-	1469459	1465832	3627
227	+	1730982	1734609	3627
230	+	3707653	3711310	3657
233	-	2497781	2494171	3610
235	-	751987	748377	3610
238	+	1383450	1387106	3656
239	+	2496723	2500333	3610
240	-	3528007	3524397	3610
242	-	3162552	3158924	3628
244	-	3770624	3767130	3494
245	+	4466173	4469819	3646
247	+	4135782	4139392	3610
249	-	3254362	3250735	3627
250	-	2675519	2671913	3606
252	+	17288	20944	3656
253	-	2772754	2769098	3656
257	-	578392	574782	3610
258	-	1637165	1633509	3656
260	+	4684807	4688462	3655
261	-	3570879	3567223	3656
262	+	759743	763267	3524
265	+	1947858	1951513	3655
266	-	4238367	4234757	3610
269	-	2983036	2979380	3656
272	+	3644652	3648258	3606
275	-	3122543	3118916	3627
276	-	3202606	3198979	3627
279	-	2887234	2883578	3656
282	+	449712	453322	3610
283	-	3374923	3371313	3610
285	+	4269855	4273465	3610
287	+	3670609	3674236	3627
288	-	3019557	3015947	3610
289	-	3775907	3772251	3656
290	-	2376034	2372424	3610
291	-	3198409	3194782	3627
292	-	3494944	3491317	3627
300	-	4349792	4346185	3607
301	-	3208895	3205268	3627
305	+	1021718	1025346	3628
308	-	3247344	3243717	3627
309	-	3483632	3480005	3627
310	-	4709510	4705900	3610
312	+	2082823	2086478	3655
316	+	3133739	3137349	3610
319	-	3865508	3861851	3657
320	-	3275000	3271373	3627
323	-	1116909	1113254	3655
324	+	3965550	3969160	3610
326	+	3901445	3905072	3627
327	-	3171678	3168051	3627
328	+	1753258	1756885	3627
329	+	3743782	3747409	3627
330	-	3261219	3257563	3656
331	+	1664158	1667812	3654
335	+	3016571	3020181	3610
338	+	309183	311742	2559
341	-	160421	156825	3596
342	-	2857853	2854244	3609
343	+	3254930	3258540	3610
344	-	826080	822470	3610
--------------------------------------------------------------------------------
Block #655
Seq_id	Strand	Start	End	Length
95	+	2668290	2676663	8373
99	-	3482860	3474557	8303
100	+	3265717	3274030	8313
102	-	4444380	4436009	8371
103	+	439346	447649	8303
105	-	2527574	2519221	8353
108	-	3267507	3259204	8303
110	-	2270675	2262304	8371
112	+	672318	680622	8304
114	+	958509	966813	8304
118	+	1304905	1313277	8372
119	+	2069549	2077921	8372
120	+	765391	773704	8313
121	-	2962670	2954294	8376
122	-	1107586	1099273	8313
123	-	972290	963919	8371
124	+	455480	463852	8372
127	-	2396850	2388479	8371
128	-	4430915	4422602	8313
130	+	3080483	3088855	8372
132	-	1246324	1237953	8371
134	-	3861961	3853590	8371
137	-	1455139	1446836	8303
139	+	2171378	2179750	8372
140	+	3571407	3579779	8372
141	-	3730358	3722045	8313
144	-	2966287	2957911	8376
145	+	1210531	1218835	8304
148	-	2517473	2509160	8313
149	+	3231158	3239528	8370
153	-	3175846	3167543	8303
154	+	4252331	4260713	8382
155	-	3228198	3219895	8303
157	-	1473999	1465645	8354
159	-	3371394	3363023	8371
160	+	127482	135836	8354
161	-	4328925	4320554	8371
163	-	4554981	4546610	8371
167	-	4568978	4560664	8314
168	-	212163	203793	8370
170	-	805224	796848	8376
171	-	4230970	4222598	8372
173	+	1018625	1026929	8304
175	+	4370330	4378702	8372
176	+	3765502	3773873	8371
179	-	2930147	2921776	8371
180	-	3869160	3860857	8303
183	+	4168078	4176450	8372
184	-	2274270	2265899	8371
185	+	4356246	4364618	8372
189	+	456558	464930	8372
192	-	1646647	1638276	8371
199	+	515844	524163	8319
200	-	3191786	3183473	8313
205	-	3348377	3340074	8303
207	-	3204003	3195691	8312
211	+	3850291	3858661	8370
214	-	593010	584707	8303
216	-	4133008	4124637	8371
217	-	4106422	4098051	8371
218	+	3012199	3020573	8374
219	+	34054	42367	8313
220	+	1237794	1246170	8376
221	+	4514983	4523355	8372
225	-	1463708	1455405	8303
227	+	1736732	1745036	8304
230	+	3711994	3720368	8374
233	-	2489911	2481540	8371
235	-	735252	726881	8371
238	-	1369674	1361344	8330
239	+	2504591	2512963	8372
240	-	3522271	3513900	8371
242	-	3156808	3148561	8247
244	-	3766446	3758079	8367
245	+	4471944	4480317	8373
247	+	4141517	4149889	8372
249	-	3248611	3240308	8303
250	-	2669799	2661418	8381
252	+	23069	31441	8372
253	-	2766972	2758601	8371
257	-	572656	564285	8371
258	-	1631383	1623012	8371
260	+	4690581	4698951	8370
261	-	3565097	3556726	8371
262	+	765390	773694	8304
265	+	1953638	1962010	8372
266	-	4232631	4224260	8371
269	-	2977254	2968883	8371
272	+	3650372	3658749	8377
275	-	3116802	3108489	8313
276	-	3196855	3188552	8303
279	-	2881452	2873099	8353
282	+	455447	463819	8372
283	-	3369187	3360816	8371
285	+	4275590	4283961	8371
287	+	3676359	3684663	8304
288	-	3015263	3006887	8376
289	-	3770125	3761771	8354
290	-	2370298	2361927	8371
291	-	3192668	3184354	8314
292	-	3489204	3480891	8313
300	-	4344059	4335688	8371
301	-	3203144	3194841	8303
305	+	1027471	1035775	8304
308	-	3241593	3233290	8303
309	-	3477893	3469581	8312
310	-	4703782	4695411	8371
312	+	2088603	2096975	8372
316	+	3139474	3147846	8372
319	-	3861167	3852793	8374
320	-	3269249	3260946	8303
323	-	1111128	1102774	8354
324	+	3969844	3978220	8376
326	+	3907185	3915498	8313
327	-	3165938	3157625	8313
328	+	1759008	1767312	8304
329	+	3749523	3757836	8313
330	-	3255437	3247084	8353
331	+	1669937	1678308	8371
335	+	3020865	3029241	8376
338	+	313859	322183	8324
341	-	143936	135564	8372
342	-	2853560	2845184	8376
343	+	3259224	3267600	8376
344	-	821787	813413	8374
--------------------------------------------------------------------------------
Block #656
Seq_id	Strand	Start	End	Length
95	+	2677350	2688039	10689
99	-	3473870	3463173	10697
100	+	3274717	3285406	10689
102	-	4435322	4424632	10690
103	+	448336	459025	10689
105	-	2517966	2507285	10681
108	-	3258517	3247828	10689
110	-	2260840	2250150	10690
112	+	682086	692775	10689
114	+	967500	978189	10689
118	+	1313964	1324654	10690
119	+	2078608	2089298	10690
120	+	774391	785080	10689
121	-	2953403	2942713	10690
122	-	1098586	1087897	10689
123	-	963232	952542	10690
124	+	464539	475229	10690
127	-	2387792	2377102	10690
128	-	4421915	4411226	10689
130	+	3089542	3100232	10690
132	-	1237266	1226576	10690
134	-	3852903	3842213	10690
137	-	1446149	1435460	10689
139	+	2180437	2191127	10690
140	+	3581034	3591718	10684
141	-	3721358	3710669	10689
144	-	2957036	2946403	10633
145	+	1219522	1230211	10689
148	-	2508473	2497784	10689
149	+	3240783	3251458	10675
153	-	3166856	3156167	10689
154	+	4261400	4272090	10690
155	-	3219208	3208519	10689
157	-	1464390	1453706	10684
159	-	3362336	3351646	10690
160	+	137091	147768	10677
161	-	4319867	4309177	10690
163	-	4545923	4535233	10690
167	-	4559977	4549287	10690
168	-	203106	192417	10689
170	-	795957	785267	10690
171	-	4220575	4209879	10696
173	+	1028393	1039082	10689
175	+	4379389	4390079	10690
176	+	3775128	3785811	10683
179	-	2920521	2909837	10684
180	-	3860170	3849481	10689
183	+	4177137	4187827	10690
184	-	2265212	2254522	10690
185	+	4365305	4375995	10690
189	+	465617	476307	10690
192	-	1637589	1626899	10690
199	+	524850	535539	10689
200	-	3182786	3172097	10689
205	-	3339387	3328698	10689
207	-	3195004	3184315	10689
211	+	3859916	3870597	10681
214	-	583243	572554	10689
216	-	4123950	4113260	10690
217	-	4096796	4086112	10684
218	+	3021260	3031935	10675
219	+	43054	53743	10689
220	+	1247061	1257751	10690
221	+	4524042	4534731	10689
225	-	1454718	1444029	10689
227	+	1745723	1756412	10689
230	+	3721055	3731762	10707
233	-	2480853	2470163	10690
235	-	726194	715504	10690
238	-	1359271	1348586	10685
239	+	2513650	2524340	10690
240	-	3513213	3502523	10690
242	-	3147874	3137185	10689
244	-	3757392	3746708	10684
245	+	4481004	4491692	10688
247	+	4150576	4161266	10690
249	-	3239621	3228932	10689
250	-	2660731	2650040	10691
252	+	32696	43381	10685
253	-	2757346	2746661	10685
257	-	563598	552909	10689
258	-	1621757	1611073	10684
260	+	715	11395	10680
261	-	3555471	3544786	10685
262	+	774381	785070	10689
265	+	1963265	1973950	10685
266	-	4223573	4212883	10690
269	-	2967628	2956944	10684
272	+	3659435	3670112	10677
275	-	3107802	3097113	10689
276	-	3187865	3177176	10689
279	-	2871844	2861160	10684
282	+	464506	475196	10690
283	-	3360129	3349439	10690
285	+	4284648	4295338	10690
287	+	3686127	3696815	10688
288	-	3005996	2995307	10689
289	-	3760516	3749832	10684
290	-	2361240	2350551	10689
291	-	3183667	3172979	10688
292	-	3480204	3469515	10689
300	-	4335001	4324312	10689
301	-	3194154	3183465	10689
